反応ありがとうございます眉毛可愛すぎて…萌えました……♡是非是非仲良くしてくださいませ！！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
優陽さん、おはようございます✨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうでも恥ずかしいから消したいなぁ(๑&gt; &lt;๑),"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
日々頑張ってるサクラちゃんに神様がご褒美くれたんだね〜,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
 まさか歌うとは思わんかったから聴けて嬉しかった！#メロフロート#いっちゃん好きやねん,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"みゅうちゃんだったらすぐなれるよFF落ち着いたら戻ってきてね～(◍˃̶ᗜ˂̶◍)ﾉ""","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
タグ反応ありがとうございます🙌 良ければ繋がりませんか…？タメ大丈夫なのでよろしくお願いします💕,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
明らかにハズレですね,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ろくな発言せんから川島冷蔵庫も全然呼ばれんくなったやん,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
わかりました！えだまめさんとこstkしてますね！！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうございます,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
行けるかな…！お休み取れたら紅葉見つつ香り袋をいただきに行きたいです～！お膝の香り袋はいつもパソコンの横にあります いい香り～,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
 京都で初の花魁体験した時の😝20代最後の記念アイシャドウ、メイクさんにあれこれ言うて望み通りにしてもらえました👁,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
そそそそ！1年だけ出向してるの👍ほんとよね！おけ！会えるとき連絡する！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
わかります✨充実感あったほうが時間早く感じる///ゆっくり休んでくださいましまし🐕💨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
夕べのウッマが今でもじわじわ笑えてくる笑うって気持ち落ち気味でもちょっと軽くなれるから不思議。セイくんが言ってた通りだねー,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
修学旅行から帰ってきました！楽しかったけど、やっぱり地元が1番落ち着くな,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ＮＡＧＯ-1のシビックで走りましたが、なかなか楽しい1台でしたよ私は腕がないので、速くはないですが🤭,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おはぴよ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうございましたぁ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
狭山やね,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
引いてない,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ももかちゃんって呼んでもいい？いっぱい語りたい(≧▽≦),"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
会えるー！😝色々話そうね〜,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
大丈夫ですよ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おはようございます☀こちら地方は寒いですが、気をつけて行ってらっしゃい👍️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
了解です,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとう,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
きました,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
あああーーー看守長,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mitsuruさんおはようございます,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうございます,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ご結婚されてから１０回は多いですね💦荷物多めだと今回のお引っ越しは大変でしたでしょうね明日は好きな庭仕事で充電します♬ありがとうございます,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
今日福岡行く方楽しんでください♫,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
この猫ちゃん、わかってますね😁笑野良猫でも元は飼い猫だったんだろうなぁと思うような綺麗な猫いますよね🐱🤦,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
よかったです金曜日ツラそうでしたからね( ´∀｀),"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとう,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
お疲れ様で〜す,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
自分で描いたはずなのになかなか似なくて思ったより時間かかっちゃいました…ｗ遅くまでお疲れ様です、ありがとうございます！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
今日誕生日なんですよ！ありがとうございます,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おつかれさま☺️明日も舞宮ちゃんにとって、いい一日になりますようにいい夢見てね、おやすみゃん😘カバー動画楽しみにしてるね☺️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
今日も沢山遊んでくれてありがとね,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうございますもうイセ活白装束でやってやろうかしらｗwwはっぴいっせいで活動できるように健康第一‼️ｗww,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
先程スタッフさんに確認しましたが、物販にて2部のチケット買えるそうです,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
いっちーありがとう💓,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Dt.BLDで、お待ちしておりますそれではのちほど🐨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2話が楽しみです……ぜひぜひ見てください🙌🙌😀,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おはニィー🎶ドラフトも枠順も楽しみですねっ✨ニィーーー✊🏻💓,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
嫌がられないで良かったですこっそり応援してます☺️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おはようございますありますか？！扉開ける→覗き込むが、なんか間違って同時になってしまって💦ゴーンって凄い音が💦痛いやら恥ずかしいやらで😅,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
描いもらったらそりゃ使うっしょありがとねん,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
 先の動画があまりにも怖いとのことで…お口直し？😁💦こちらは怖くないよ✨カントリーロード/耳をすませばより,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがと〜頑張る💪,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
リハお疲れさまでした❣️今日は心もお口もメンテナンスできたみたいで良かったです今ごろ #けもなれ 観てるのかなぁ？,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
 幽陽さんお誕生日おめでとう!同じの誕生日楽しいです!そしてキギもおめでとう🐈🐱🌝🌞,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おはようございます🐔ありがとね,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
お疲れ様でした～これからこれ🍺ですか？それともこれ😺？それともこれ💤？(笑),"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうございます使うのが楽しみです❤️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうございます！最終回の藤尾さんもよろしくお願いします,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
こちらこそありがとう,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
今日は元々約束してなかったんやけど会いたいなーって思って俊とご飯行ってきた😍焼肉美味しかった😋ホンマにご飯食べて帰っただけやけど笑次は月曜日,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
zakkiさんおはです！ありがとうございます楽しみます！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おはせーの,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
写真撮ってくれた人ありがとうたのしかった！来年こそ花火いこ。,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
リグマありがとうございました,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
たかしさんありがとうございます❤️うさまる可愛いです😍,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
私もメイキングはまだなんだ！ゆっくり観て堪能してね💕嵐の仲良しな感じ⁈素敵な雰囲気がずっとずっと続きますように✨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
しましょうのぶひろさんお久しぶりですっ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
頭の中でOwn Civilizationループなうサビでノリノリになるやつだよなぁ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
売ってますよケーキ屋さんだったかな？そこが販売始めて地元では有名ですちゃんとナット？とネジが合うんですー🤣子どもたちが大喜びですよーwww,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうこれからも仲良くしてね（＾ν＾）,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうございます。ありがとうございます。,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
良きことじゃないですか余韻まで楽しんじゃいましょう♪,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
たぬきにぎり揚げ玉入りで、高カロリー😈でも美味しくてやめられないやつ🍙,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
きの子さんありがとうございます🙏,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
わー！がんばります！！稼がねば！！！ありがとうございます,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
テフン〜おつかれらは楽しかったねぇ〜ありがとう😆,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
厳密には勝率50%じゃ無いけど表示上はやっと50%になったよ〜( ´∀｀)はやおんありがとう,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
レクサスさん、おはようございますはい✨今日も笑顔で生き抜きます✨(^O^)✨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
お仕事終了さあ今週土日も🍕と🐰に会えるぞーこれで大阪個握から3週連続で🍕と🐰に会いに行くことになるね,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
さすが小梅ちゃんおめでとうございます！✨✨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
加織さんお誕生日おめでとう🎉ございます。これからの１年は、これまで以上の１年になりますようにこれからも素敵なメッセージをオーディエンスの心に届けてください。期待してます。,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
はあい(*≧∀≦*)素敵な1日になりますように💓💗,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
フォローありがとうございます✨お2人の歌声にほっこり癒されました🍀またお会いできるのを楽しみにしています🌟,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
HARU0116SSSPで申請させていただきました🙋‍♀️✨✨私でよければよろしくお願いします,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
初めてハナハナ打ったら勝てたーうれしー！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
なるともちゃんおはよ～少し紅葉が始まって🍁素敵な眺めてだね〜💕休日素敵な１日にしてね〜,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
有難きお言葉ありがとうございます！これからもっとさらに増してカッコよくなっていくのでチェックの方よろしくお願いします,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
デスリスペクトの視聴繰り返し聴いてるけどやっぱいいね〜はよフル尺聴きたい,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
万全で行きたい,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://t.co/g9n6PxjtwCTEAM OCさん#最愛の#真央ちゃん,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
え！facebookは笑うwでもありがとう嬉ししない🦒🦒,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
まさかの福岡当選してて💗テテの博多弁聞けたらいいなぁ🐯💜嬉しい😆✨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
いえいえ、こちらこそです野菜づくりの情報交換楽しみにしています！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
参加したいです,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
フォローありがとうございます宜しくお願いします🙏,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
腹ごしらえ大事です🍙体力つけて楽しんでね。私は明日、参加しま〜すﾜｧ───ヽ(〃v〃)ﾉ───ｲ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
タコパしてきた〜楽しかった,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
観て来たよー😍譲ってくれた方 本当にありがとうございますまた行きたい😘,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ですよね！もうね、触るだけでめっちゃ喜んでくれるのもたまらないし、仕草も可愛いですよね～,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
フォロワーさんのおすすめにより今宮神社さんにお邪魔した後、あぶり餅の食べ比べたしかに2店それぞれに味が違う！おいしくてのんびりできました🍀,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
 一緒に朝ごはん🍙ぱくぱくっ♫#行ってらっしゃいなぎちゃん,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
普通だよ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#サクラカフェ池袋　には世界中のビールがたくさんあるんですよ～！日本人だけではなく海外からきた人からも大人気です #サクラカフェ池袋 #ビール,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ひいさんと1回だけですよね！wwいまでも覚えてるー！また一緒に遊びたいなー,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
言葉の魔法おやすみケアル✧ʕ̢̣̣̣̣̩̩̩̩·͡˔·ོɁ̡̣̣̣̣̩̩̩̩✧みんな明日を幸せに生きていけますように祈ってるよ素敵な土曜日をなあ🕊そいっ╰( ^o^)╮-｡･*･:≡❤️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
伝えますね〜あと私のことはよろしければ、やんちゃんとお呼び下さい,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
そんな所でこっち見て〜！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
メッセージ読んでいただきありがとうございます🐮,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
いただきます🙏,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
超楽しみ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
仕事終わったんで今から仙台でーす,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
今回のオンチャレはバルサの方が使いやすいな〜バルサおすすめやで👍,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
打ち切らないでwwほぼ毎晩やってるんで適当にイプから直接とんとんしてください！こちらこそまた遊んで？作業して？やって下さいです,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ε-(´∀｀*)ホッ✨👍,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
今日は行ってないです😅来月行くのでまたその時参加します,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
いえいえ〜💗しようしよう💗🍑😻死んだクラブ活動しなくてわ🖤🖤🖤笑,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとう,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
そのが地味に怖いですよ😉,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"今から"" みせコド ""見てくるね！半年以上ぶりだから楽しみ~ということでばいばい👋","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
今日も耐えたよ、ありがとうねパナップさんもいつもお疲れ様です！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
オタクがいいとか好都合すぎる！←さいごもよかったよ〜,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
けいちゃん、ありがとう〜たまたまお花が咲いてるところに行ったら、みんなのカラーがあって、撮らねばと使命に駆られた(   ᷇࿀ ᷆  )✨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
せいかいはまいびーれでぃでした,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
 おはようございます昨日の雀可愛い,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
今週の二乃が可愛すぎて悶えてました,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
こちらこそ、ありがとうございますよろしくお願いしますm(_ _)m,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
地元大阪までジャニストについていきたいけれど無理だ横アリはモチ💖せめて仙台で新潟どうしよ😣,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
 初めてのロッテワールド楽しすぎました✨また絶対に行きたい〜☺️頭にハートつけたよー♥️♥️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
わたしもあんまり落ちないタイプですけど5人全員報酬同じだった気がするので落ちるときは一緒です5人集めればどの部屋でもポイントは稼げるので5人集めてがっつりやります？？,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
お疲れ様でした撮影ありがとうございます！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
素敵！仲よさげ〜〜ハルカスちゃんの眼差し優しくなりましたねえ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ミートさん、ありがとうどういたしまして。おやすみなさい💤😴ミートさんもお疲れ様でした。,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
本当にそう思います,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
みんちゃん💕無事届いて良かったCOOKYいっぱい付けてる🤣可愛い😂❤️❤️❤️ありがとうね✨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
それが一番だ(''∇^d) ﾅｲｽ☆!!そやな！楽しみにしとー,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうございます調べて、今度行ってみます❤️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
 あずたこさんの個展が来年開催されます✨温かみのある可愛らしいイラストが素敵です個展楽しみにしています😍,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おはようございます🌞書庫泥属性別2倍でマックあんこその日のうちに運極にできました🙌ありがとうございました,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
たしかに曲調に合わないですね。でも入れ直すなら楽しみ～しかし、蝶々サンバ！とかうたってたんですよね。全然歌詞が頭に残ってないw。ラストが同じカット（成長してるけど）なの好き,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
約10キロ体重戻すのは半年かかった、減量は根気が必要。体重戻ってからの方が好きなの食べれるいっぱい食べなければいいだけだから,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
私そんな飲めないから逆に吐かないというか…そこまで飲まない…えらい✌︎✨ただ晩飯行って二杯目頼むか頼まんかレベルだから酒の楽しさはわからん,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
ただいま！おはようございます○┐ﾍﾟｺ今日はダラダラ長〜い一日だった…😓チョットお疲れモードだけど あと一日頑張れば久しぶりの連休だ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
こちらこそ、いつもありがとうございますこれからもはくばく様の商品を愛し続けます💕土曜日の朝市にも行こうと思っています😆,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
最高😃⤴️⤴️🍠ですね～👍️今、サツマイモの品種凄く多いですよね☺️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
 滑り台持って帰るつもりか😓ちゃんと整備して帰ってきました,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
良かったねぇ！👏👏👏👏👏👏👏👏という気持ち,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
あおいって名前やから自由に呼んでくれたらいいよぉ〜💗,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとう,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
間違えも可愛いぃ〜,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
こちらこそありがとうござました！！ビクティニ描いてくれてありがとうございます(涙),"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
応募させてください！カードのお顔がかわいい❤️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おめでとうございます！私も夜の部なのでお互いに楽しみましょうね〜,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
50％負けまくった,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとう,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
闇夜に輝く月や星の綺麗さに気づいてしまったのね～✨神様にお願いして早々だけど😅願いは強く思うと叶うものだと思ってるから～るんちゃんが思えば叶うよ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
はいはーい,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おかえりなさい！今日は本当にありがとうございましたゆっくり休んでください💕明日もよろしくお願いいたします(*^^*),"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Graceさん、ありがとうございます,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おお！！おめでとー良かったね❤️楽しんできてください！！,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
良い一日を…おはようございます🎵,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
仁兄お疲れさまです夕方まで仕事してからの大阪トンボ帰り疲れました💦仁兄も夜勤頑張って下さいね,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ひらパー噂通りの会場ですね,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ホントだお名前発見しました！このドラマ好きで観てましたもしかしたら「ビートたけしの学問ノススメ」もはやっちさん関わってたりしますか？,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとうございます平和に暮らしていきたいです…🤲✨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
今日からヴェンデッタ始めてみる,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
めっちゃ気に入ってる☺️今もしてるからね✨ともは器用で女子力高いっ👍,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
パン🍞🧀見た目からもうおいしそうすぎます、、！💯ししとうがいい感じで👏🏻,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとう,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ヨシカミいいですよね,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
オーラス楽しみましょうね♥️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
えの太郎くん、おはよう！今朝は早起きをしたから、すぐにツイできたよ今日はお天気になるみたいだから、イベントに行ってくるね。,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
あksくんのあげた動画みたえぐぜいどすきやね,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
おかえりなさい❣️,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
中嶋さんありがとうございます🎶誕生日を忘れてました（笑）,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
お疲れ様でした,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
エンジョイ勢ですけどなんでも聞いてください！w,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
それは買いましょ！！（≧∇≦*）今の時代スマホでも十分ですけど、一眼とかデジカメで撮るのもいいですよね💕,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ぜひぜひ♪,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
筋トレアプリ全然続かない！したい。だれかトレーナーついて欲しいレベル。,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ですね☺️✨チャットも賑わってきてるし、ポイントゲッターも増えてきてるので良い感じですバグ報酬が無くなった時が怖いですけどね😅,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
タグのありがとうございます。遅くなりましてがお迎えに参りました💕本垢の@an_krjpの方からフォロー致しましたのでよかったら仲良くしてください✨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
そうなの〜アッパが関西人で、4歳まで住んでたよ,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ぜーんぶ受け止めてあげるから思いきり惚気るんだ☺️いっぱい惚気て良いよ💕,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ありがとう～本屋行ったら見てみる！！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kenyaさん おはよう〜久しぶりだね♪ありがとねうん、頑張った😆出掛けたりボォ〜ッとしてみたりまた気持ちリセットして来週から頑張るよ〜✨kenyaさんも頑張ってね👍,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
わざわざありがとうそんな状況なんだね🙌やっぱり都会と田舎は違うなー！！,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
